CustomerID,tenure,MonthlyCharges,Contract,InternetService,TechSupport,PaymentMethod,PredictedChurn,RiskLevel,RecommendedAction,MonthlyRevenueAtRisk,ChurnProbabilityPct
3496-LFSZU,4,70.5,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,70.5,50.56
5242-UOWHD,45,20.35,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,0.73
2482-CZGBB,10,70.0,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,70.0,55.06
6479-SZPLM,36,19.45,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.86
8097-VBQTZ,54,69.9,Month-to-month,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,5.85
4500-HKANN,23,59.7,Two year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.61
9917-KWRBE,41,78.35,One year,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,10.03
3420-ZDBMA,5,71.45,Month-to-month,Fiber optic,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,71.45,56.49
2212-LYASK,27,45.85,One year,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,14.18
1393-IMKZG,1,95.85,Month-to-month,Fiber optic,Yes,Electronic check,1,High Risk,Offer annual contract discount + proactive support,95.85,76.14
8069-RHUXK,67,35.7,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.01
3398-GCPMU,72,89.55,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.76
2908-WGAXL,56,24.95,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.3
3378-AJRAO,44,24.85,One year,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,3.59
1013-QCWAM,66,100.8,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,100.8,47.46
0866-QLSIR,34,64.4,One year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,3.37
6050-FFXES,69,105.35,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,9.08
7181-BQYBV,1,102.45,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,102.45,84.87
0362-RAOQO,40,19.65,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.27
9554-DFKIC,30,54.45,Month-to-month,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,8.75
5527-ACHSO,11,70.5,Month-to-month,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,16.89
0829-DDVLK,15,20.1,One year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,4.01
1399-UBQIU,11,69.35,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,34.44
1813-JLKWR,64,19.8,One year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.24
0336-PIKEI,72,74.4,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.26
7322-OCWHC,72,93.05,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.62
9537-VHDTA,1,51.2,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,51.2,38.25
4957-TIALW,15,65.6,One year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,5.15
2054-PJOCK,60,80.55,One year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,6.87
9150-HEPMB,56,52.7,One year,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,3.68
9030-QGZNL,8,20.85,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.93
6204-IEUXJ,3,80.1,Month-to-month,Fiber optic,Yes,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,80.1,57.6
3126-WQMGH,49,52.15,Month-to-month,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,17.32
4529-CKBCL,2,80.2,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,80.2,71.6
2506-CLAKW,6,98.15,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),1,High Risk,Offer annual contract discount + proactive support,98.15,74.28
7176-WRTNX,70,114.95,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,16.73
1583-IHQZE,12,112.95,Month-to-month,Fiber optic,Yes,Mailed check,1,Medium Risk,Offer contract upgrade incentive,112.95,61.44
5732-IKGQH,52,104.45,One year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,32.45
9239-GZHZE,72,113.65,Two year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.28
7205-BAIAD,40,20.6,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.22
0151-ONTOV,1,70.9,Month-to-month,Fiber optic,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,70.9,69.53
4140-MUHUG,3,86.85,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,86.85,73.69
0093-EXYQL,40,91.55,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,91.55,39.3
8064-RAVOH,1,49.85,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,49.85,58.09
0219-QAERP,30,19.8,One year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,2.65
0320-JDNQG,23,99.85,Month-to-month,Fiber optic,Yes,Electronic check,1,Medium Risk,Offer contract upgrade incentive,99.85,57.17
7180-PISOG,1,74.5,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,74.5,84.26
9168-INPSZ,44,104.15,Month-to-month,Fiber optic,Yes,Electronic check,1,Medium Risk,Offer contract upgrade incentive,104.15,50.93
3571-RFHAR,65,109.15,Month-to-month,Fiber optic,Yes,Electronic check,1,Medium Risk,Offer contract upgrade incentive,109.15,45.17
0015-UOCOJ,7,48.2,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,48.2,43.06
5334-AFQJB,72,25.1,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.02
2754-SDJRD,8,100.15,Month-to-month,Fiber optic,Yes,Credit card (automatic),1,High Risk,Offer annual contract discount + proactive support,100.15,86.15
9578-VRMNM,16,65.2,Month-to-month,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,29.51
1587-FKLZB,66,99.5,Month-to-month,Fiber optic,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,99.5,53.95
6140-QNRQQ,1,71.55,Month-to-month,Fiber optic,No,Mailed check,1,High Risk,Offer annual contract discount + proactive support,71.55,75.07
8963-JLGJT,3,55.9,Month-to-month,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,23.25
4307-KTUMW,53,93.9,Month-to-month,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,28.42
1465-LNTLJ,8,64.4,Month-to-month,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,23.38
5440-FLBQG,69,108.4,Two year,Fiber optic,Yes,Bank transfer (automatic),1,Medium Risk,Monitor customer + targeted engagement,108.4,36.7
2135-DQWAQ,5,85.3,Month-to-month,Fiber optic,No,Mailed check,1,High Risk,Offer annual contract discount + proactive support,85.3,72.55
4056-QHXHZ,72,107.45,Two year,Fiber optic,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.19
7470-MCQTK,13,48.75,Month-to-month,DSL,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,48.75,40.27
7488-MXJIV,4,85.65,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,85.65,79.12
7401-JIXNM,54,91.3,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.43
9339-FIIJL,72,85.95,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.61
2027-FECZV,12,106.7,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,106.7,66.35
2672-DZUOY,1,25.15,Month-to-month,DSL,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,25.15,74.52
4706-DGAHW,1,45.2,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,45.2,66.63
3870-MQAMG,54,110.35,One year,Fiber optic,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,25.94
6670-MFRPK,69,79.2,Two year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,6.73
6177-PEVRA,48,55.5,Two year,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,2.12
4800-CZMPC,48,103.25,One year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,21.88
4813-HQMGZ,8,90.25,Month-to-month,Fiber optic,Yes,Electronic check,1,High Risk,Offer annual contract discount + proactive support,90.25,74.04
7579-KKLOE,71,91.25,Two year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,0.61
7377-DMMRI,2,47.8,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,47.8,63.12
8402-EIVQS,67,100.9,One year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,18.4
4947-DSMXK,34,97.7,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,97.7,45.53
7245-NIIWQ,3,69.85,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,69.85,63.6
0002-ORFBO,9,65.6,One year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,9.82
3324-OIRTO,71,104.65,One year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,5.51
5414-OFQCB,57,90.45,Two year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,3.92
4967-WPNCF,72,63.7,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.58
8552-OBVRU,48,104.5,Month-to-month,Fiber optic,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,32.43
8499-BRXTD,18,20.1,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,2.75
9154-QDGTH,43,104.3,One year,Fiber optic,Yes,Credit card (automatic),1,Medium Risk,Monitor customer + targeted engagement,104.3,35.8
8197-BFWVU,72,93.25,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.43
2577-GVSIL,35,73.45,One year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,10.22
9367-OIUXP,4,20.7,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,8.28
6770-UAYGJ,49,25.25,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.13
6463-HHXJR,71,100.5,Two year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.08
7928-VJYAB,11,90.6,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,90.6,51.28
1187-WILMM,63,89.4,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.13
9776-OJUZI,65,95.45,Month-to-month,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,27.37
1306-RPWXZ,49,20.45,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.85
8949-JTMAY,29,98.6,Month-to-month,Fiber optic,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,98.6,65.08
2774-LVQUS,15,83.05,Month-to-month,Fiber optic,Yes,Electronic check,1,Medium Risk,Offer contract upgrade incentive,83.05,59.18
3097-PYWXL,4,19.95,Month-to-month,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,15.33
2266-SJNAT,72,109.15,One year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,7.02
0869-PAPRP,26,85.7,Month-to-month,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,31.1
4238-JSSWH,35,102.05,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,102.05,37.53
2972-YDYUW,57,94.7,One year,Fiber optic,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,10.77
1104-FEJAM,28,64.4,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,11.39
2809-ILCYT,25,26.8,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,8.04
5499-ECUTN,47,66.05,One year,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,6.52
4981-FLTMF,57,65.2,Month-to-month,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,3.83
9121-PHQSR,16,85.05,Month-to-month,Fiber optic,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,85.05,50.0
3113-IWHLC,5,55.8,Month-to-month,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,25.54
3211-ILJTT,17,70.4,Month-to-month,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,34.69
4612-THJBS,56,104.75,One year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,26.78
4277-BWBML,72,19.95,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.53
4094-NSEDU,21,94.25,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,94.25,73.54
0234-TEVTT,48,45.0,One year,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,8.86
4304-TSPVK,68,114.9,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,7.46
1552-AAGRX,30,106.4,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,106.4,35.81
2637-FKFSY,3,46.1,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,46.1,40.35
9796-MVYXX,14,39.7,Two year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,4.09
7874-ECPQJ,4,20.05,Month-to-month,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,11.91
0020-INWCK,71,95.75,Two year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,3.03
7089-RKVSZ,8,24.4,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,3.65
2683-JXWQQ,61,33.6,Month-to-month,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,12.3
9548-ZMVTX,72,90.45,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.81
8739-XNIKG,5,84.0,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,84.0,81.9
9755-JHNMN,49,67.4,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.61
3981-QSVQI,8,19.7,Month-to-month,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,12.12
2789-HQBOU,3,80.35,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,80.35,70.44
9424-CMPOG,9,19.6,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.64
5067-WJEUN,67,54.2,Two year,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.09
3450-WXOAT,46,45.2,Month-to-month,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,11.17
9251-WNSOD,67,75.1,One year,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,8.05
6974-DAFLI,55,19.7,One year,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,5.62
2616-UUTFK,33,72.75,Month-to-month,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,13.57
7064-JHXCE,62,20.05,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.86
5103-MHMHY,1,45.95,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,45.95,52.51
7989-AWGEH,49,39.2,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,17.99
4373-VVHQL,1,44.75,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,44.75,61.74
4559-UWIHT,14,82.65,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,82.65,67.27
7268-IGMFD,18,93.9,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,93.9,37.4
1846-XWOQN,1,70.15,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,70.15,84.76
0235-KGSLC,1,85.55,Month-to-month,Fiber optic,No,Credit card (automatic),1,High Risk,Offer annual contract discount + proactive support,85.55,84.32
6650-BWFRT,72,117.15,Two year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.52
9570-KYEUA,64,99.25,Two year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,5.29
6993-YGFJV,69,112.55,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,13.37
2712-SYWAY,1,25.7,Month-to-month,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,31.74
0730-BGQGF,71,90.3,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.7
5498-IBWPI,66,49.4,One year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,4.37
9101-NTIXF,2,19.4,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,11.72
0013-SMEOE,71,109.7,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.15
9314-QDMDW,11,61.25,One year,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,17.64
9308-ANMVE,47,55.3,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,13.58
2884-GBPFB,35,70.3,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,70.3,43.58
3757-NJYBX,32,106.35,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,106.35,46.4
3413-DHLPB,60,103.75,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,20.69
7649-PHJVR,11,19.5,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,2.85
6114-TCFID,29,39.5,One year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,6.17
3787-TRIAL,21,26.05,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,26.05,36.59
2573-GYRUU,48,91.05,Month-to-month,Fiber optic,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,91.05,37.06
5156-UMKOW,3,29.65,Month-to-month,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,30.47
1247-QBVSH,43,50.2,Month-to-month,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,10.45
